reason,citizen,geo,year,Illegal Third Country Nationals
Illegal entry,Congo,Slovenia,2022,290.0
Illegal entry,Congo,Slovenia,2023,390.0
Illegal entry,Côte d’Ivoire,Bulgaria,2022,5.0
Illegal entry,Côte d’Ivoire,Switzerland,2020,45.0
Illegal entry,Côte d’Ivoire,Switzerland,2021,40.0
Illegal entry,Côte d’Ivoire,Switzerland,2022,30.0
Illegal entry,Côte d’Ivoire,Switzerland,2023,70.0
Illegal entry,Côte d’Ivoire,Cyprus,2023,5.0
Illegal entry,Côte d’Ivoire,Germany,2022,165.0
Illegal entry,Côte d’Ivoire,Germany,2023,300.0
Illegal entry,Côte d’Ivoire,Greece,2021,25.0
Illegal entry,Côte d’Ivoire,Greece,2022,25.0
Illegal entry,Côte d’Ivoire,Greece,2023,50.0
Illegal entry,Côte d’Ivoire,France,2021,135.0
Illegal entry,Côte d’Ivoire,France,2022,160.0
Illegal entry,Côte d’Ivoire,France,2023,200.0
Illegal entry,Côte d’Ivoire,Croatia,2022,15.0
Illegal entry,Côte d’Ivoire,Croatia,2023,15.0
Illegal entry,Côte d’Ivoire,Hungary,2022,5.0
Illegal entry,Côte d’Ivoire,Italy,2021,4080.0
Illegal entry,Côte d’Ivoire,Italy,2022,6585.0
Illegal entry,Côte d’Ivoire,Italy,2023,16315.0
Illegal entry,Côte d’Ivoire,Luxembourg,2023,5.0
Illegal entry,Côte d’Ivoire,Malta,2022,5.0
Illegal entry,Côte d’Ivoire,Norway,2023,10.0
Illegal entry,Côte d’Ivoire,Poland,2021,5.0
Illegal entry,Côte d’Ivoire,Poland,2023,5.0
Illegal entry,Côte d’Ivoire,Slovenia,2021,5.0
Illegal entry,Côte d’Ivoire,Slovenia,2022,25.0
Illegal entry,Côte d’Ivoire,Slovenia,2023,25.0
Illegal entry,Chile,Switzerland,2020,10.0
Illegal entry,Chile,Switzerland,2021,5.0
Illegal entry,Chile,Switzerland,2022,10.0
Illegal entry,Chile,Switzerland,2023,15.0
Illegal entry,Chile,Germany,2022,15.0
Illegal entry,Chile,Germany,2023,30.0
Illegal entry,Chile,Greece,2023,5.0
Illegal entry,Chile,France,2021,10.0
Illegal entry,Chile,France,2022,25.0
Illegal entry,Chile,France,2023,20.0
Illegal entry,Chile,Italy,2021,65.0
Illegal entry,Chile,Italy,2022,105.0
Illegal entry,Chile,Italy,2023,150.0
Illegal entry,Cameroon,Switzerland,2020,70.0
Illegal entry,Cameroon,Switzerland,2021,65.0
Illegal entry,Cameroon,Switzerland,2022,65.0
Illegal entry,Cameroon,Switzerland,2023,55.0
Illegal entry,Cameroon,Cyprus,2023,405.0
Illegal entry,Cameroon,Czechia,2023,5.0
Illegal entry,Cameroon,Germany,2022,285.0
Illegal entry,Cameroon,Germany,2023,430.0
Illegal entry,Cameroon,Estonia,2022,10.0
Illegal entry,Cameroon,Estonia,2023,5.0
Illegal entry,Cameroon,Greece,2021,190.0
Illegal entry,Cameroon,Greece,2022,275.0
Illegal entry,Cameroon,Greece,2023,530.0
Illegal entry,Cameroon,Finland,2021,5.0
Illegal entry,Cameroon,Finland,2023,5.0
Illegal entry,Cameroon,France,2021,45.0
Illegal entry,Cameroon,France,2022,40.0
Illegal entry,Cameroon,France,2023,45.0
Illegal entry,Cameroon,Croatia,2022,135.0
Illegal entry,Cameroon,Croatia,2023,190.0
Illegal entry,Cameroon,Hungary,2021,25.0
Illegal entry,Cameroon,Hungary,2022,25.0
Illegal entry,Cameroon,Hungary,2023,10.0
Illegal entry,Cameroon,Italy,2021,970.0
Illegal entry,Cameroon,Italy,2022,1800.0
Illegal entry,Cameroon,Italy,2023,5280.0
Illegal entry,Cameroon,Luxembourg,2023,20.0
Illegal entry,Cameroon,Latvia,2023,5.0
Illegal entry,Cameroon,Norway,2023,15.0
Illegal entry,Cameroon,Poland,2021,15.0
Illegal entry,Cameroon,Poland,2022,25.0
Illegal entry,Cameroon,Poland,2023,20.0
Illegal entry,Cameroon,Slovenia,2021,25.0
Illegal entry,Cameroon,Slovenia,2022,215.0
Illegal entry,Cameroon,Slovenia,2023,225.0
Illegal entry,Cameroon,Slovakia,2021,5.0
Illegal entry,Cameroon,Slovakia,2022,5.0
Illegal entry,China,Bulgaria,2022,5.0
Illegal entry,China,Bulgaria,2023,15.0
Illegal entry,China,Switzerland,2020,100.0
Illegal entry,China,Switzerland,2021,100.0
Illegal entry,China,Switzerland,2022,115.0
Illegal entry,China,Switzerland,2023,150.0
Illegal entry,China,Cyprus,2023,5.0
Illegal entry,China,Czechia,2022,30.0
Illegal entry,China,Czechia,2023,5.0
Illegal entry,China,Germany,2022,475.0
Illegal entry,China,Germany,2023,1060.0
Illegal entry,China,Denmark,2022,5.0
Illegal entry,China,Denmark,2023,10.0
Illegal entry,China,Greece,2021,30.0
Illegal entry,China,Greece,2022,45.0
Illegal entry,China,Greece,2023,145.0
Illegal entry,China,Finland,2022,5.0
Illegal entry,China,France,2021,15.0
Illegal entry,China,France,2022,35.0
Illegal entry,China,France,2023,20.0
Illegal entry,China,Croatia,2021,40.0
Illegal entry,China,Croatia,2022,80.0
Illegal entry,China,Croatia,2023,1080.0
Illegal entry,China,Hungary,2021,10.0
Illegal entry,China,Hungary,2022,75.0
Illegal entry,China,Hungary,2023,230.0
Illegal entry,China,Ireland,2021,5.0
Illegal entry,China,Ireland,2023,5.0
Illegal entry,China,Italy,2021,730.0
Illegal entry,China,Italy,2022,765.0
Illegal entry,China,Italy,2023,325.0
Illegal entry,China,Luxembourg,2023,15.0
Illegal entry,China,Montenegro,2022,5.0
Illegal entry,China,Norway,2022,15.0
Illegal entry,China,Norway,2023,105.0
Illegal entry,China,Poland,2021,20.0
Illegal entry,China,Poland,2022,45.0
Illegal entry,China,Poland,2023,35.0
Illegal entry,China,Slovenia,2021,25.0
Illegal entry,China,Slovenia,2022,65.0
Illegal entry,China,Slovenia,2023,620.0
Illegal entry,Colombia,Bulgaria,2021,5.0
Illegal entry,Colombia,Switzerland,2020,75.0
Illegal entry,Colombia,Switzerland,2021,65.0
Illegal entry,Colombia,Switzerland,2022,80.0
Illegal entry,Colombia,Switzerland,2023,115.0
Illegal entry,Colombia,Germany,2022,350.0
Illegal entry,Colombia,Germany,2023,600.0
Illegal entry,Colombia,Estonia,2023,5.0
Illegal entry,Colombia,Greece,2022,5.0
Illegal entry,Colombia,Greece,2023,15.0
Illegal entry,Colombia,France,2021,115.0
Illegal entry,Colombia,France,2022,175.0
Illegal entry,Colombia,France,2023,195.0
Illegal entry,Colombia,Italy,2021,140.0
Illegal entry,Colombia,Italy,2022,180.0
Illegal entry,Colombia,Italy,2023,210.0
Illegal entry,Colombia,Luxembourg,2023,5.0
Illegal entry,Colombia,Norway,2022,5.0
Illegal entry,Colombia,Norway,2023,5.0
Illegal entry,Colombia,Poland,2023,45.0
Illegal entry,Colombia,Slovenia,2023,10.0
Illegal entry,Costa Rica,Germany,2022,25.0
Illegal entry,Costa Rica,Germany,2023,20.0
Illegal entry,Cuba,Bulgaria,2022,5.0
Illegal entry,Cuba,Bulgaria,2023,10.0
Illegal entry,Cuba,Switzerland,2020,10.0
Illegal entry,Cuba,Switzerland,2021,15.0
Illegal entry,Cuba,Switzerland,2022,20.0
Illegal entry,Cuba,Switzerland,2023,50.0
Illegal entry,Cuba,Czechia,2022,5.0
Illegal entry,Cuba,Germany,2022,195.0
Illegal entry,Cuba,Germany,2023,855.0
Illegal entry,Cuba,Estonia,2022,5.0
Illegal entry,Cuba,Estonia,2023,5.0
Illegal entry,Cuba,Greece,2021,335.0
Illegal entry,Cuba,Greece,2022,165.0
Illegal entry,Cuba,Greece,2023,60.0
Illegal entry,Cuba,France,2021,35.0
Illegal entry,Cuba,France,2022,15.0
Illegal entry,Cuba,France,2023,10.0
Illegal entry,Cuba,Croatia,2021,115.0
Illegal entry,Cuba,Croatia,2022,1470.0
Illegal entry,Cuba,Croatia,2023,1380.0
Illegal entry,Cuba,Hungary,2021,10.0
Illegal entry,Cuba,Hungary,2022,5.0
Illegal entry,Cuba,Italy,2021,75.0
Illegal entry,Cuba,Italy,2022,155.0
Illegal entry,Cuba,Italy,2023,225.0
Illegal entry,Cuba,Latvia,2022,15.0
Illegal entry,Cuba,Latvia,2023,5.0
Illegal entry,Cuba,Poland,2021,25.0
Illegal entry,Cuba,Poland,2022,5.0
Illegal entry,Cuba,Slovenia,2021,50.0
Illegal entry,Cuba,Slovenia,2022,1470.0
Illegal entry,Cuba,Slovenia,2023,1310.0
Illegal entry,Cuba,Slovakia,2023,5.0
Illegal entry,Cabo Verde,Switzerland,2020,5.0
Illegal entry,Cabo Verde,Switzerland,2021,10.0
Illegal entry,Cabo Verde,Switzerland,2022,5.0
Illegal entry,Cabo Verde,Switzerland,2023,5.0
Illegal entry,Cabo Verde,Germany,2022,5.0
Illegal entry,Cabo Verde,Germany,2023,5.0
Illegal entry,Cabo Verde,France,2021,5.0
Illegal entry,Cabo Verde,France,2022,5.0
Illegal entry,Cabo Verde,France,2023,15.0
Illegal entry,Cabo Verde,Italy,2021,10.0
Illegal entry,Cabo Verde,Italy,2022,5.0
Illegal entry,Cabo Verde,Italy,2023,10.0
Illegal entry,Cabo Verde,Luxembourg,2023,5.0
Illegal entry,Cabo Verde,Slovenia,2023,5.0
Illegal entry,Djibouti,Cyprus,2023,5.0
Illegal entry,Djibouti,Germany,2022,5.0
Illegal entry,Djibouti,Germany,2023,5.0
Illegal entry,Djibouti,Greece,2021,10.0
Illegal entry,Djibouti,Greece,2022,45.0
Illegal entry,Djibouti,Greece,2023,40.0
Illegal entry,Djibouti,France,2022,5.0
Illegal entry,Djibouti,France,2023,5.0
Illegal entry,Dominica,Germany,2022,10.0
Illegal entry,Dominica,Germany,2023,5.0
Illegal entry,Dominican Republic,Bulgaria,2022,5.0
Illegal entry,Dominican Republic,Switzerland,2020,40.0
Illegal entry,Dominican Republic,Switzerland,2021,35.0
Illegal entry,Dominican Republic,Switzerland,2022,40.0
Illegal entry,Dominican Republic,Switzerland,2023,35.0
Illegal entry,Dominican Republic,Cyprus,2023,5.0
Illegal entry,Dominican Republic,Germany,2022,40.0
Illegal entry,Dominican Republic,Germany,2023,55.0
Illegal entry,Dominican Republic,Greece,2021,5.0
Illegal entry,Dominican Republic,Greece,2022,5.0
Illegal entry,Dominican Republic,Greece,2023,10.0
Illegal entry,Dominican Republic,France,2021,35.0
Illegal entry,Dominican Republic,France,2022,45.0
Illegal entry,Dominican Republic,France,2023,35.0
Illegal entry,Dominican Republic,Croatia,2022,5.0
Illegal entry,Dominican Republic,Italy,2021,75.0
Illegal entry,Dominican Republic,Italy,2022,80.0
Illegal entry,Dominican Republic,Italy,2023,45.0
Illegal entry,Dominican Republic,Norway,2022,5.0
Illegal entry,Dominican Republic,Norway,2023,5.0
Illegal entry,Dominican Republic,Slovenia,2022,5.0
Illegal entry,Dominican Republic,Slovenia,2023,5.0
Illegal entry,Dominican Republic,Slovakia,2021,5.0
Illegal entry,Algeria,Belgium,2022,10.0
Illegal entry,Algeria,Belgium,2023,5.0
Illegal entry,Algeria,Bulgaria,2021,5.0
Illegal entry,Algeria,Bulgaria,2022,100.0
Illegal entry,Algeria,Bulgaria,2023,90.0
Illegal entry,Algeria,Switzerland,2020,930.0
Illegal entry,Algeria,Switzerland,2021,1005.0
Illegal entry,Algeria,Switzerland,2022,1040.0
Illegal entry,Algeria,Switzerland,2023,1175.0
Illegal entry,Algeria,Czechia,2021,45.0
Illegal entry,Algeria,Czechia,2022,25.0
Illegal entry,Algeria,Czechia,2023,10.0
Illegal entry,Algeria,Germany,2022,1665.0
Illegal entry,Algeria,Germany,2023,1760.0
Illegal entry,Algeria,Denmark,2022,5.0
Illegal entry,Algeria,Greece,2021,265.0
Illegal entry,Algeria,Greece,2022,180.0
Illegal entry,Algeria,Greece,2023,185.0
Illegal entry,Algeria,Finland,2021,10.0
Illegal entry,Algeria,Finland,2022,5.0
Illegal entry,Algeria,Finland,2023,5.0
Illegal entry,Algeria,France,2021,1190.0
Illegal entry,Algeria,France,2022,1305.0
Illegal entry,Algeria,France,2023,1060.0
Illegal entry,Algeria,Croatia,2021,125.0
Illegal entry,Algeria,Croatia,2022,40.0
Illegal entry,Algeria,Croatia,2023,370.0
Illegal entry,Algeria,Hungary,2021,390.0
Illegal entry,Algeria,Hungary,2022,355.0
Illegal entry,Algeria,Hungary,2023,50.0
Illegal entry,Algeria,Italy,2021,2535.0
Illegal entry,Algeria,Italy,2022,2040.0
Illegal entry,Algeria,Italy,2023,1280.0
Illegal entry,Algeria,Liechtenstein,2021,10.0
Illegal entry,Algeria,Liechtenstein,2023,5.0
Illegal entry,Algeria,Luxembourg,2023,175.0
Illegal entry,Algeria,Netherlands,2022,5.0
Illegal entry,Algeria,Norway,2022,5.0
Illegal entry,Algeria,Norway,2023,5.0
Illegal entry,Algeria,Poland,2021,5.0
Illegal entry,Algeria,Poland,2022,30.0
Illegal entry,Algeria,Poland,2023,40.0
Illegal entry,Algeria,Romania,2021,20.0
Illegal entry,Algeria,Romania,2022,5.0
Illegal entry,Algeria,Romania,2023,5.0
Illegal entry,Algeria,Slovenia,2021,120.0
Illegal entry,Algeria,Slovenia,2022,90.0
Illegal entry,Algeria,Slovenia,2023,650.0
Illegal entry,Algeria,Slovakia,2021,75.0
Illegal entry,Algeria,Slovakia,2022,35.0
Illegal entry,Ecuador,Bulgaria,2021,5.0
Illegal entry,Ecuador,Bulgaria,2022,5.0
Illegal entry,Ecuador,Bulgaria,2023,20.0
Illegal entry,Ecuador,Switzerland,2020,5.0
Illegal entry,Ecuador,Switzerland,2021,10.0
Illegal entry,Ecuador,Switzerland,2022,15.0
Illegal entry,Ecuador,Switzerland,2023,10.0
Illegal entry,Ecuador,Cyprus,2023,5.0
Illegal entry,Ecuador,Germany,2022,55.0
Illegal entry,Ecuador,Germany,2023,50.0
Illegal entry,Ecuador,Greece,2021,5.0
Illegal entry,Ecuador,Greece,2023,5.0
Illegal entry,Ecuador,France,2021,10.0
Illegal entry,Ecuador,France,2022,10.0
Illegal entry,Ecuador,France,2023,10.0
Illegal entry,Ecuador,Croatia,2022,10.0
Illegal entry,Ecuador,Croatia,2023,15.0
Illegal entry,Ecuador,Italy,2021,100.0
Illegal entry,Ecuador,Italy,2022,120.0
Illegal entry,Ecuador,Italy,2023,140.0
Illegal entry,Ecuador,Poland,2022,5.0
Illegal entry,Ecuador,Slovenia,2022,5.0
Illegal entry,Ecuador,Slovenia,2023,5.0
Illegal entry,Egypt,Bulgaria,2022,30.0
Illegal entry,Egypt,Bulgaria,2023,110.0
Illegal entry,Egypt,Switzerland,2020,45.0
Illegal entry,Egypt,Switzerland,2021,50.0
Illegal entry,Egypt,Switzerland,2022,130.0
Illegal entry,Egypt,Switzerland,2023,110.0
Illegal entry,Egypt,Cyprus,2023,90.0
Illegal entry,Egypt,Czechia,2021,10.0
Illegal entry,Egypt,Czechia,2022,40.0
Illegal entry,Egypt,Czechia,2023,5.0
Illegal entry,Egypt,Germany,2022,765.0
Illegal entry,Egypt,Germany,2023,1620.0
Illegal entry,Egypt,Denmark,2022,5.0
Illegal entry,Egypt,Denmark,2023,5.0
Illegal entry,Egypt,Estonia,2021,5.0
Illegal entry,Egypt,Greece,2021,685.0
Illegal entry,Egypt,Greece,2022,1065.0
Illegal entry,Egypt,Greece,2023,2110.0
Illegal entry,Egypt,Finland,2022,5.0
Illegal entry,Egypt,France,2021,55.0
Illegal entry,Egypt,France,2022,105.0
Illegal entry,Egypt,France,2023,105.0
Illegal entry,Egypt,Croatia,2021,270.0
Illegal entry,Egypt,Croatia,2022,25.0
Illegal entry,Egypt,Croatia,2023,125.0
Illegal entry,Egypt,Hungary,2021,535.0
Illegal entry,Egypt,Hungary,2022,265.0
Illegal entry,Egypt,Hungary,2023,95.0
Illegal entry,Egypt,Italy,2021,9485.0
Illegal entry,Egypt,Italy,2022,22845.0
Illegal entry,Egypt,Italy,2023,13145.0
Illegal entry,Egypt,Luxembourg,2023,5.0
Illegal entry,Egypt,Latvia,2021,5.0
Illegal entry,Egypt,Latvia,2022,5.0
Illegal entry,Egypt,Malta,2022,55.0
Illegal entry,Egypt,Malta,2023,20.0
Illegal entry,Egypt,Norway,2022,5.0
Illegal entry,Egypt,Norway,2023,5.0
Illegal entry,Egypt,Poland,2021,10.0
Illegal entry,Egypt,Poland,2022,115.0
Illegal entry,Egypt,Poland,2023,90.0
Illegal entry,Egypt,Romania,2022,5.0
Illegal entry,Egypt,Romania,2023,5.0
Illegal entry,Egypt,Slovenia,2021,140.0
Illegal entry,Egypt,Slovenia,2022,55.0
Illegal entry,Egypt,Slovenia,2023,165.0
Illegal entry,Egypt,Slovakia,2021,10.0
Illegal entry,Egypt,Slovakia,2022,15.0
Illegal entry,Egypt,Slovakia,2023,15.0
Illegal entry,Western Sahara,Bulgaria,2022,5.0
Illegal entry,Western Sahara,Switzerland,2020,5.0
Illegal entry,Western Sahara,Switzerland,2021,5.0
Illegal entry,Western Sahara,Switzerland,2023,10.0
Illegal entry,Western Sahara,Greece,2021,5.0
Illegal entry,Western Sahara,Slovenia,2021,5.0
Illegal entry,Western Sahara,Slovenia,2023,5.0
Illegal entry,Eritrea,Belgium,2022,5.0
Illegal entry,Eritrea,Bulgaria,2022,5.0
Illegal entry,Eritrea,Switzerland,2020,65.0
Illegal entry,Eritrea,Switzerland,2021,85.0
Illegal entry,Eritrea,Switzerland,2022,65.0
Illegal entry,Eritrea,Switzerland,2023,60.0
Illegal entry,Eritrea,Czechia,2021,5.0
Illegal entry,Eritrea,Czechia,2022,10.0
Illegal entry,Eritrea,Czechia,2023,15.0
Illegal entry,Eritrea,Germany,2022,360.0
Illegal entry,Eritrea,Germany,2023,490.0
Illegal entry,Eritrea,Denmark,2021,5.0
Illegal entry,Eritrea,Denmark,2023,10.0
Illegal entry,Eritrea,Greece,2021,145.0
Illegal entry,Eritrea,Greece,2022,780.0
Illegal entry,Eritrea,Greece,2023,1920.0
Illegal entry,Eritrea,France,2021,130.0
Illegal entry,Eritrea,France,2022,150.0
Illegal entry,Eritrea,France,2023,175.0
Illegal entry,Eritrea,Croatia,2021,70.0
Illegal entry,Eritrea,Croatia,2022,10.0
Illegal entry,Eritrea,Croatia,2023,50.0
Illegal entry,Eritrea,Hungary,2021,40.0
Illegal entry,Eritrea,Hungary,2022,50.0
Illegal entry,Eritrea,Hungary,2023,5.0
Illegal entry,Eritrea,Italy,2021,2440.0
Illegal entry,Eritrea,Italy,2022,2240.0
Illegal entry,Eritrea,Italy,2023,4330.0
Illegal entry,Eritrea,Luxembourg,2023,5.0
Illegal entry,Eritrea,Latvia,2023,10.0
Illegal entry,Eritrea,Norway,2022,30.0
Illegal entry,Eritrea,Norway,2023,20.0
Illegal entry,Eritrea,Poland,2023,15.0
Illegal entry,Eritrea,Romania,2021,15.0
Illegal entry,Eritrea,Romania,2022,10.0
Illegal entry,Eritrea,Romania,2023,5.0
Illegal entry,Eritrea,Slovenia,2021,15.0
Illegal entry,Eritrea,Slovenia,2022,10.0
Illegal entry,Eritrea,Slovenia,2023,75.0
Illegal entry,Eritrea,Slovakia,2022,10.0
Illegal entry,Eritrea,Slovakia,2023,5.0
Illegal entry,Ethiopia,Switzerland,2020,30.0
Illegal entry,Ethiopia,Switzerland,2021,20.0
Illegal entry,Ethiopia,Switzerland,2022,10.0
Illegal entry,Ethiopia,Switzerland,2023,15.0
Illegal entry,Ethiopia,Cyprus,2023,5.0
Illegal entry,Ethiopia,Czechia,2023,5.0
Illegal entry,Ethiopia,Germany,2022,170.0
Illegal entry,Ethiopia,Germany,2023,380.0
Illegal entry,Ethiopia,Greece,2021,45.0
Illegal entry,Ethiopia,Greece,2022,190.0
Illegal entry,Ethiopia,Greece,2023,155.0
Illegal entry,Ethiopia,France,2021,15.0
Illegal entry,Ethiopia,France,2022,40.0
Illegal entry,Ethiopia,France,2023,50.0
Illegal entry,Ethiopia,Croatia,2022,5.0
Illegal entry,Ethiopia,Croatia,2023,10.0
Illegal entry,Ethiopia,Hungary,2021,20.0
Illegal entry,Ethiopia,Hungary,2022,10.0
Illegal entry,Ethiopia,Hungary,2023,45.0
Illegal entry,Ethiopia,Italy,2021,420.0
Illegal entry,Ethiopia,Italy,2022,420.0
Illegal entry,Ethiopia,Italy,2023,1195.0
Illegal entry,Ethiopia,Norway,2022,15.0
Illegal entry,Ethiopia,Norway,2023,15.0
Illegal entry,Ethiopia,Poland,2021,10.0
Illegal entry,Ethiopia,Romania,2022,5.0
Illegal entry,Ethiopia,Slovenia,2021,5.0
Illegal entry,Ethiopia,Slovenia,2022,5.0
Illegal entry,Ethiopia,Slovenia,2023,40.0
Illegal entry,Ethiopia,Slovakia,2023,5.0
Illegal entry,Fiji,Switzerland,2021,5.0
Illegal entry,Gabon,Switzerland,2021,5.0
Illegal entry,Gabon,Switzerland,2022,5.0
Illegal entry,Gabon,Switzerland,2023,5.0
Illegal entry,Gabon,Germany,2022,10.0
Illegal entry,Gabon,Greece,2022,5.0
Illegal entry,Gabon,Greece,2023,5.0
Illegal entry,Gabon,France,2021,5.0
Illegal entry,Gabon,France,2022,10.0
Illegal entry,Gabon,Italy,2021,40.0
Illegal entry,Gabon,Italy,2022,20.0
Illegal entry,Gabon,Italy,2023,35.0
Illegal entry,Grenada,Germany,2022,5.0
Illegal entry,Georgia,Belgium,2022,5.0
Illegal entry,Georgia,Bulgaria,2022,15.0
Illegal entry,Georgia,Bulgaria,2023,15.0
Illegal entry,Georgia,Switzerland,2020,130.0
Illegal entry,Georgia,Switzerland,2021,95.0
Illegal entry,Georgia,Switzerland,2022,245.0
Illegal entry,Georgia,Switzerland,2023,190.0
Illegal entry,Georgia,Cyprus,2023,105.0
Illegal entry,Georgia,Czechia,2021,95.0
Illegal entry,Georgia,Czechia,2022,140.0
Illegal entry,Georgia,Czechia,2023,70.0
Illegal entry,Georgia,Germany,2022,1415.0
Illegal entry,Georgia,Germany,2023,1415.0
Illegal entry,Georgia,Denmark,2022,10.0
Illegal entry,Georgia,Estonia,2022,15.0
Illegal entry,Georgia,Estonia,2023,10.0
Illegal entry,Georgia,Greece,2021,1005.0
Illegal entry,Georgia,Greece,2022,1930.0
Illegal entry,Georgia,Greece,2023,2375.0
Illegal entry,Georgia,Finland,2021,5.0
Illegal entry,Georgia,Finland,2022,5.0
Illegal entry,Georgia,Finland,2023,5.0
Illegal entry,Georgia,France,2021,25.0
Illegal entry,Georgia,France,2022,60.0
Illegal entry,Georgia,France,2023,50.0
Illegal entry,Georgia,Croatia,2022,5.0
Illegal entry,Georgia,Croatia,2023,10.0
Illegal entry,Georgia,Hungary,2021,5.0
Illegal entry,Georgia,Hungary,2022,20.0
Illegal entry,Georgia,Hungary,2023,15.0
Illegal entry,Georgia,Italy,2021,430.0
Illegal entry,Georgia,Italy,2022,715.0
Illegal entry,Georgia,Italy,2023,925.0
Illegal entry,Georgia,Liechtenstein,2023,5.0
Illegal entry,Georgia,Luxembourg,2023,25.0
Illegal entry,Georgia,Latvia,2022,5.0
Illegal entry,Georgia,Norway,2023,5.0
Illegal entry,Georgia,Poland,2021,60.0
Illegal entry,Georgia,Poland,2022,195.0
Illegal entry,Georgia,Poland,2023,380.0
Illegal entry,Georgia,Slovenia,2023,25.0
Illegal entry,Georgia,Slovakia,2021,10.0
Illegal entry,Georgia,Slovakia,2023,5.0
Illegal entry,Ghana,Switzerland,2020,20.0
Illegal entry,Ghana,Switzerland,2021,30.0
Illegal entry,Ghana,Switzerland,2022,20.0
Illegal entry,Ghana,Switzerland,2023,20.0
Illegal entry,Ghana,Cyprus,2023,10.0
Illegal entry,Ghana,Germany,2022,210.0
Illegal entry,Ghana,Germany,2023,210.0
Illegal entry,Ghana,Greece,2021,25.0
Illegal entry,Ghana,Greece,2022,40.0
Illegal entry,Ghana,Greece,2023,85.0
Illegal entry,Ghana,Finland,2021,5.0
Illegal entry,Ghana,Finland,2022,5.0
Illegal entry,Ghana,France,2021,15.0
Illegal entry,Ghana,France,2022,25.0
Illegal entry,Ghana,France,2023,25.0
Illegal entry,Ghana,Croatia,2022,60.0
Illegal entry,Ghana,Croatia,2023,65.0
Illegal entry,Ghana,Hungary,2021,15.0
Illegal entry,Ghana,Hungary,2022,20.0
Illegal entry,Ghana,Hungary,2023,5.0
Illegal entry,Ghana,Italy,2021,630.0
Illegal entry,Ghana,Italy,2022,655.0
Illegal entry,Ghana,Italy,2023,770.0
Illegal entry,Ghana,Malta,2022,5.0
Illegal entry,Ghana,Norway,2022,15.0
Illegal entry,Ghana,Norway,2023,55.0
Illegal entry,Ghana,Poland,2022,20.0
Illegal entry,Ghana,Poland,2023,10.0
